EKITI STATE GOVERNORSHIP ELECTION RESULTS 2026,,,,,,,,,,,,RESULT SUMMARY,,,,,,,
Results from Irev,,,,,,,,,,,,APC,PDP,ADC,LP,ACCORD,SDP,Total PU,PU Entered
Result by Polling Units,,,,,,,,,,,,00,00,00,00,00,00,2445,0
LGA,WARD,WARD CODE,POLLING UNITS,PU CODE,APC,PDP,ADC,LP,ACCORD,SDP,,,,,,,,,
ISE /ORUN,ERINWA II,05,COMMUNITY PRIMARY SCHOOL ONISU / EJISUN / ABA IKEREGUN,006,,,,,,,,,,,,,,,
ISE /ORUN,ERINWA II,05,OPEN SPACE AT ORISUNBARE / ABA EDE ORISUNBARE,007,,,,,,,,,,,,,,,
ISE /ORUN,ERINWA II,05,IKARE CAMP / OKO- OBA,008,,,,,,,,,,,,,,,
ISE /ORUN,ERINWA II,05,ADA CAMP / ABA ADA/ ASALU,009,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
ISE /ORUN,ORAYE I,06,NEAR OGUNLEYE'S HOUSE / IRO ST./ ILORO,001,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,NEAR FASAE'S HOUSE / LAGOS,002,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,L. A. PRIMARY SCHOOL / OKESA,003,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,NEAR ADINLEWA'S HOUSE / AYETORO,004,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,NEAR FALODUN'S HOUSE / AGORI II / IRADA,005,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,NEAR OLOKE TOBA'S HOUSE / IDIMOTIN I / IDIMOTIN II,006,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,COMMUNITY PRIMARY SCHOOL AKANLE / IKARE / ODOFIN / ASABA / AKALE CAMP,007,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,COMMUNITY PRIMARY SCHOOL AJEBAMIDELE / OMUARAN,008,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,"COMMUNITY PRIMARY SCHOOL, AJEBAMIDELE /ILOGBO",009,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,OPEN SPACE AT EKAN CAMP / EKAN I AND II,010,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,NEAR JEREMIAH BALOGUN HOUSE / OLORUNSOGO STREET,011,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE I,06,L.A PRIMARY SCHOOL OKESA,012,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
ISE /ORUN,ORAYE II,07,OPEN SPACE AT OSOGBO CAMP / OSOGBO CAMP,001,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,OPEN SPACE AT ILOFA CAMP / OLOFA CAMP,002,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,OPEN SPACE AT OSI / ILOFA CAMP / OSI / ILOFA,003,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,OPEN SPACE AT IKE JUMU MABERU / OKE JUMU II / MABERU,004,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,OPEN SPACE AT OMOKOSE / IMORIRI / ANAYE II / OMOKOSE,005,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,ST PAUL'S PRIMARY SCHOOL / OGBON TITUN I AND II / IPARA IGBAGBO / OKE ONIYO,006,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,OPEN SPACE AT IPARA I IGBAGBO / OMOKOSE III / OPINMI II,007,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,NEAR AKINLOGE'S HOUSE / AGORI I AND II,008,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,NEAR BABALADE'S HOUSE / SURULERE IGE RD.,009,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,NEAR AKINWANDE'S HOUSE / OKE ONIYO II,010,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,NEAR IYA IBEJI'S HOUSE / OKE ODO,011,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE II,07,ST PAUL PRY SCHL.,012,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
ISE /ORUN,ORAYE III,08,COMMUNITY PRIMARY SCHOOL / ODOLE / ODOLE,001,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE III,08,MARKET STALL / TEMIDIRE I,002,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE III,08,C. M. S. CHURCH / TEMIDIRE II,003,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE III,08,OPEN SPACE AT ALAGBADO / ADEGBOLA / ALAGBADO,004,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE III,08,KAJOLA PRIMARY SCHOOL / KAJOLA I,005,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE III,08,BAPTIST CHURCH / KAJOLA II,006,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE III,08,KAJOLA MATERNITY CENTRE / KAJOLA III,007,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE III,08,C. A. C. CHURCH / BOLORUNDURO / PETULOMO / ABA ISOBO,008,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE III,08,COMMUNITY PRIMARY SCHOOL / TEMIDIRE III,009,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE III,08,OPEN SPACE AT ITA OLOGBO'S HOUSE KAJOLA IV,010,,,,,,,,,,,,,,,
ISE /ORUN,ORAYE III,08,OPEN SPACE AT BAALE'S HOUSE EKEMODE,011,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
ISE /ORUN,ORUN I,09,IN FRONT OF OGUNJEMILUA'S HOUSE / OKONDO STREET,001,,,,,,,,,,,,,,,
ISE /ORUN,ORUN I,09,IN FRONT OF ZACHEUS HOUSE / IRO STREET,002,,,,,,,,,,,,,,,
ISE /ORUN,ORUN I,09,THE APOSTOLIC PRIMARY SCHOOL / OMOLORE,003,,,,,,,,,,,,,,,
ISE /ORUN,ORUN I,09,COMMUNITY GRAMMAR SCHOOL / IDEMO,004,,,,,,,,,,,,,,,
ISE /ORUN,ORUN I,09,IN FRONT OF ARIYO'S HOUSE / ALAFIA STREET,005,,,,,,,,,,,,,,,
ISE /ORUN,ORUN I,09,IN FRONT OF ADEWUNMI'S HOUSE / OGBON TITUN,006,,,,,,,,,,,,,,,
ISE /ORUN,ORUN I,09,IN FRONT OF ADETUNJI'S HOUSE / BOLORUNDURO,007,,,,,,,,,,,,,,,
ISE /ORUN,ORUN I,09,EBIRA CAMP / EBIRA / ITOLOFO,008,,,,,,,,,,,,,,,
ISE /ORUN,ORUN I,09,IN FRONT OF OJUAWO'S HOUSE / IRO II / MARKET SQURE,009,,,,,,,,,,,,,,,
ISE /ORUN,ORUN I,09,IN FRONT OF AGBEDE''S HOUSE / OLD EMURE ROAD,010,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
ISE /ORUN,ORUN II,10,OGUNDANA'S CAMP / OPOLOKEGUN'S CAMP,001,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,AAFIN (OPEN SPACE) / AAFIN OLORUN,002,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,AAFIN NEAR OPEN SPACE / AAFIN OLORUN,003,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,IN FRONT OF JEMILUAS'S HOUSE / OBA ABIODUN STREET,004,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,IN FRONT OF ARO'S HOUSE / ARIGIDI STREET,005,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,IN FRONT OF OLORI AWO'S HOUSE / ODO ODE STREET,006,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,IN FRONT OF PASTOR ADU'S HOUSE / TEMIDIRE STREET,007,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,IN FRONT OF PASTOR ADU'S HOUSE / TEMIDIRE STREET,008,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,OPEN SPACE AT OBADIRE CAMP / EGAN AARIN CAMP,009,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,OPEN SPACE AT SAIBI'S CAMP / OMOLAERE CAMP,010,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,IN FRONT OF OGUNRIN'S HOUSE / BOLORUNDURO STREET,011,,,,,,,,,,,,,,,
ISE /ORUN,ORUN II,10,IN FRONT OF OMOTAYO'S HOUSE / ARAROMI STREET,012,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
,LG SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,OTUN I,01,"IMAYAN TOWN HALL / AJEBANDELE , SURULERE",001,,,,,,,,,,,,,,,
MOBA ,OTUN I,01,IMAYAN TOWN HALL / OGBON OMI,002,,,,,,,,,,,,,,,
MOBA ,OTUN I,01,AT OBAJEWU / OBAJEWU,003,,,,,,,,,,,,,,,
MOBA ,OTUN I,01,"MOBA LOCAL GOVERNMENT LIBRARY / OKE IMOPE , IMOJE , ILE AARIN",004,,,,,,,,,,,,,,,
MOBA ,OTUN I,01,"ST PETERS PRIMARY SCHOOL / IMOYA , OGBON ISAWO",005,,,,,,,,,,,,,,,
MOBA ,OTUN I,01,ST PETERS PRIMARY SCHOOL / ILE ALARA / ODO ORE,006,,,,,,,,,,,,,,,
MOBA ,OTUN I,01,"ST LUKES PRIMARY SCHOOL / ODO IMAYAN , IDOFIN , IGBO IROKO",007,,,,,,,,,,,,,,,
MOBA ,OTUN I,01,IDIAYAN MARKET STALL / ILOTIN,008,,,,,,,,,,,,,,,
MOBA ,OTUN I,01,S. D. A. PRIMARY SCHOOL 'A' / AMUTUTU I,009,,,,,,,,,,,,,,,
MOBA ,OTUN I,01,S. D. A. PRIMARY SCHOOL 'A' / AMUTUTU II,010,,,,,,,,,,,,,,,
MOBA ,OTUN I,01,"MOBA GRAMMAR SCHOOL, OTUN EKITI",011,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,OTUN II,02,"A. U. D. PRIMARY SCHOOL / GOVERNMENT TECHINCAL COLLEGE , OKEOLA, ILEGUN",001,,,,,,,,,,,,,,,
MOBA ,OTUN II,02,"ST JOSEPH PRIMARY / ILARO , ODO IRA",002,,,,,,,,,,,,,,,
MOBA ,OTUN II,02,S. D. A. PRIMARY SCHOOL / IMOKO,003,,,,,,,,,,,,,,,
MOBA ,OTUN II,02,S. D. A. PRIMARY SCHOOL / ILERO,004,,,,,,,,,,,,,,,
MOBA ,OTUN II,02,"AT ISO ISU IDIAGBON / IWESU , ILE ODO STREET",005,,,,,,,,,,,,,,,
MOBA ,OTUN II,02,IN FRONT OF OBAJEMU'S HOUSE / IGOBO OGUN IJEMU,006,,,,,,,,,,,,,,,
MOBA ,OTUN II,02,"ILE ODO , ABEOGEDE / ODO ALEDE",007,,,,,,,,,,,,,,,
MOBA ,OTUN II,02,"ILE ODO , ABEOGEDE / ODO INISA",008,,,,,,,,,,,,,,,
MOBA ,OTUN II,02,"ILE ODO , ABEOGEDE / INISA",009,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,OTUN III,03,L. A. PRIMARY SCHOOL / ILE IYA ABA,001,,,,,,,,,,,,,,,
MOBA ,OTUN III,03,L. A. PRIMARY SCHOOL / OKE AAFIN,002,,,,,,,,,,,,,,,
MOBA ,OTUN III,03,MATERNITY CENTRE / AAFIN I AND II,003,,,,,,,,,,,,,,,
MOBA ,OTUN III,03,IBUKUN OLU NURSERY SCHOOL / IMORO AREA,004,,,,,,,,,,,,,,,
MOBA ,OTUN III,03,IN FRONT OF OBA ARO'S BEER PALOUR / ODO OJA / ILE BALOGUN,005,,,,,,,,,,,,,,,
MOBA ,OTUN III,03,IN FRONT OF POST OFFICE / ODO OJA I AND II,006,,,,,,,,,,,,,,,
MOBA ,OTUN III,03,AT BUS STOP ( ODO OJA) / ILE OLU AGBEBI,007,,,,,,,,,,,,,,,
MOBA ,OTUN III,03,OPEN SPACE AT BALOGUN STREET,008,,,,,,,,,,,,,,,
MOBA ,OTUN III,03,OPEN SPACE AT MARKET SQUARE,009,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,IGORO I,04,"IN FRONT OF ASABA'S HOUSE / OKE ISABA , AJINRINBOTO",001,,,,,,,,,,,,,,,
MOBA ,IGORO I,04,AT ILE EDEMORUN'S HOUSE / ILE EDEMORUN,002,,,,,,,,,,,,,,,
MOBA ,IGORO I,04,AT BUS STOP / IDI OSE/ IDI OSE I,003,,,,,,,,,,,,,,,
MOBA ,IGORO I,04,AT BUS STOP / IDI OSE/ IDI OSE II,004,,,,,,,,,,,,,,,
MOBA ,IGORO I,04,IN FRONT OF OBALORO'S HOUSE / OKE ILORO AND ILE OJUA,005,,,,,,,,,,,,,,,
MOBA ,IGORO I,04,IN FRONT OF OBALORO'S HOUSE / OJULE MORULU,006,,,,,,,,,,,,,,,
MOBA ,IGORO I,04,IN FRONT OF ALE'S HOUSE / ILE AARIN ODO EGBE,007,,,,,,,,,,,,,,,
MOBA ,IGORO I,04,IN FRONT OF OJOKO'S HOUSE / ILE NLA,008,,,,,,,,,,,,,,,
MOBA ,IGORO I,04,IN FRONT OF OJOKO'S HOUSE / ILE OJOKO,009,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,IGORO II,05,"TOWN HALL IGOGO / IDI ADODO, IDOKA",001,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,COMM. HIGH SCH. / IGOGO HIGH SCH. ARAROMI,002,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,BEHIND AGBOOLA'S HOUSE / ILE OLOMOYOYO & OJULE META,003,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,"INF. OF OBAARO'S HOUSE / AYEDUN , OKE OLA & OKE ILADUN",004,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,INF. OF OGIDI'S HOUSE / ILE ODO I & II,005,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,INF. OF OGIDI'S HOUSE / ILE ODO III,006,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,S.D.A PRY SCH. / ILE OBAARO & IDEMO,007,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,S.D.A PRY / ILE ADEROBAKE,008,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,COURT HALL / ILE ONIMO & ILE OBAARO,009,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,ST. PATRICKS PRY SCH./ ILE EYEMOJA & ILE ATIPO,010,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,ST. PATRICKS PRY SCH. / ILE AARINI,011,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,INF. OF CHIEF EMILA'S HOUSE / ILE AGBELUSI,012,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,INF. OF AAFIN / OKEOWA AAFIN,013,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,COMM. PRY SCH. ISAOYE / ILE AARIN,014,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,COMM PRY SCH. ISAOYE / ILE OKEMILA,015,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,L.A PRY SCH. IKOSU / ILE OKE,016,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,L.A PRY SCH. / ILEOJULE MONIKUN I,017,,,,,,,,,,,,,,,
MOBA ,IGORO II,05,L.A PRY SCH. / ILEOJULE MONIKUN II,018,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,ERINMOPE I,06,CO - OPERATIVE HALL / ILE ANIYUN & ILE AGBEDU,001,,,,,,,,,,,,,,,
MOBA ,ERINMOPE I,06,BESIDE ADEYEYE'S HOUSE / ILE OBANLA,002,,,,,,,,,,,,,,,
MOBA ,ERINMOPE I,06,C.A.C PRY SCH. / EMILA & IWARO,003,,,,,,,,,,,,,,,
MOBA ,ERINMOPE I,06,ST JOHN'S PRY SCH. / ILE EJE ODOOLA & OKE IMOYE,004,,,,,,,,,,,,,,,
MOBA ,ERINMOPE I,06,INF. OF ARIRA'S HOUSE / ILE ARIRA,005,,,,,,,,,,,,,,,
MOBA ,ERINMOPE I,06,AT ILE-EKI / ILE EKI,006,,,,,,,,,,,,,,,
MOBA ,ERINMOPE I,06,AT ASAOYE'S HOUSE / ILE ASAOYE,007,,,,,,,,,,,,,,,
MOBA ,ERINMOPE I,06,L.A PRY SCH. / IMESI & ODO AROJO,008,,,,,,,,,,,,,,,
MOBA ,ERINMOPE I,06,"AT ATIBA IJEWU / ILE MOOBA , ODO - OGEDE AND ILE ALAKAGBA",009,,,,,,,,,,,,,,,
MOBA ,ERINMOPE I,06,L.A PRY SCH. / ODO OSUN I & II,010,,,,,,,,,,,,,,,
MOBA ,ERINMOPE I,06,L. A. PRIMARY SCHOOL / IJOKUN,011,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,ERINMOPE II,07,AT ILE ABIORO / IMESI OKE,001,,,,,,,,,,,,,,,
MOBA ,ERINMOPE II,07,AT ILE ABIORO / ILE ABIORO,002,,,,,,,,,,,,,,,
MOBA ,ERINMOPE II,07,ST JOHN'S PRY SCH. / IPO,003,,,,,,,,,,,,,,,
MOBA ,ERINMOPE II,07,ST JOHN'S PRY SCH. / ILE OKE,004,,,,,,,,,,,,,,,
MOBA ,ERINMOPE II,07,L.A PRY SCH. / ILE AARIN & OKEOMU,005,,,,,,,,,,,,,,,
MOBA ,ERINMOPE II,07,C.A.C PRY SCH. / ODO IKOLE & ILE AGBARIGBA,006,,,,,,,,,,,,,,,
MOBA ,ERINMOPE II,07,"AT IPARA ONISEKE / OKE OKIN , ODOIWORO ARO & IPARA ONISEKE",007,,,,,,,,,,,,,,,
MOBA ,ERINMOPE II,07,ST JOHN'S PRY SCH. AAYE / ILEGOSI,008,,,,,,,,,,,,,,,
MOBA ,ERINMOPE II,07,ST JOHN'S PRY SCH. AAYE / ILEMO,009,,,,,,,,,,,,,,,
MOBA ,ERINMOPE II,07,ST JOHN'S PRY SCH. AAYE / ISOLO,010,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,IKUN I,08,TOWN HALL / ILE ONIKUN & ILE OWA,001,,,,,,,,,,,,,,,
MOBA ,IKUN I,08,INF. OF OBALEYE'S HOUSE / OKE ILOTIN & ODO ILOTIN,002,,,,,,,,,,,,,,,
MOBA ,IKUN I,08,S.D.A PRY SCH. / ODO ISAWO & EHIN AGBARA,003,,,,,,,,,,,,,,,
MOBA ,IKUN I,08,TOWN HALL / ILE AKOGILEDE,004,,,,,,,,,,,,,,,
MOBA ,IKUN I,08,ADEGBAYI'S HOUSE / IGBO EPA & IDI AFA,005,,,,,,,,,,,,,,,
MOBA ,IKUN I,08,A.U.D / C.A UNITED / ARAROMI,006,,,,,,,,,,,,,,,
MOBA ,IKUN I,08,A.U.D / C.A UNITED / NEW MARKET AREA,007,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,IKUN II,09,NEAR OBALEGO'S HOUSE / OKE ILOGBO,001,,,,,,,,,,,,,,,
MOBA ,IKUN II,09,NEAR OBALEGO'S HOUSE / IDEMO,002,,,,,,,,,,,,,,,
MOBA ,IKUN II,09,"ALL SAINT'S PRY SCH. / OWODE , TEMIDIRE & INURIN",003,,,,,,,,,,,,,,,
MOBA ,IKUN II,09,INF. OF OMOTARA'S HOUSE / ILE ODOFIN,004,,,,,,,,,,,,,,,
MOBA ,IKUN II,09,INF. OF OMOTARA'S HOUSE / ILE AJANAKU,005,,,,,,,,,,,,,,,
MOBA ,IKUN II,09,INF. OF OMOTARA'S HOUSE / OMOTARA,006,,,,,,,,,,,,,,,
MOBA ,IKUN II,09,INF. OF LATE OBA EDISUN HOUSE / AROMOKEYE & OBA EDISUN,007,,,,,,,,,,,,,,,
MOBA ,IKUN II,09,AT OBANLA'S HOUSE / IRINKA & DAM SIGHT,008,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,OSUN,10,"ILE AGBALU & OJO FRONTAGE HOUSE / ILE OWA ,ILE ALANI , ILE AGBALU OJO & ILE ORINKA",001,,,,,,,,,,,,,,,
MOBA ,OSUN,10,TOWN HALL / ILE ORISA OKO & AGBEBU,002,,,,,,,,,,,,,,,
MOBA ,OSUN,10,ODO AGBARA FRONTAGE / ODO AGBARA,003,,,,,,,,,,,,,,,
MOBA ,OSUN,10,"TOWN HALL / ILE ODOFIN , ILE EISA & IGBO ORO",004,,,,,,,,,,,,,,,
MOBA ,OSUN,10,"ST AUGUSTINE PRY SCH. / ILE ODOFIN, ILE-ILERO & EBI OWA OLORO",005,,,,,,,,,,,,,,,
MOBA ,OSUN,10,INF. OF OWOEYE' S HOUSE / EBI OWA ANIFANU,006,,,,,,,,,,,,,,,
MOBA ,OSUN,10,INF. OF OWOEYE'S HOUSE / ILE OLODE,007,,,,,,,,,,,,,,,
MOBA ,OSUN,10,"L.A PRY SCH. EPE / ILE EPE, ILE ARO & ILE-OLORO",008,,,,,,,,,,,,,,,
MOBA ,OSUN,10,L.A PRY SCH. EPE / ILE AYO,009,,,,,,,,,,,,,,,
MOBA ,OSUN,10,AT IJEMU / IJEMU,010,,,,,,,,,,,,,,,
MOBA ,OSUN,10,COMM. PRY SCH. IRO / ARONIRO'S PALACE,011,,,,,,,,,,,,,,,
MOBA ,OSUN,10,COMM. PRY SCH. IRO / OKE ILA,012,,,,,,,,,,,,,,,
MOBA ,OSUN,10,AT AAFIN IRA / ILE OGUN,013,,,,,,,,,,,,,,,
MOBA ,OSUN,10,NEW C.M.S CHURCH IRA / IRA C.M.S,014,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
MOBA ,OSAN,11,NEAR ILE OBAOYE / ILE OBAOYE,001,,,,,,,,,,,,,,,
MOBA ,OSAN,11,NEAR ILE OBAOYE / OKE OMU,002,,,,,,,,,,,,,,,
MOBA ,OSAN,11,A.U.D PRY SCH. / APATA & AYOMOLEYA,003,,,,,,,,,,,,,,,
MOBA ,OSAN,11,ST. PETER'S PRY SCH. / ISALU & ILOTI,004,,,,,,,,,,,,,,,
MOBA ,OSAN,11,AT MOGUN IWOYE / AGBRU ST IWOYE ODO,005,,,,,,,,,,,,,,,
MOBA ,OSAN,11,ST. ANDREW'S SCH. / ODO OWA,006,,,,,,,,,,,,,,,
MOBA ,OSAN,11,ST. ANDREW'S SCH. / IDOROMI,007,,,,,,,,,,,,,,,
MOBA ,OSAN,11,ST. PETER'S PRY SCH. / ILE OSUN & IJIGBE,008,,,,,,,,,,,,,,,
MOBA ,OSAN,11,A.U.D PRY SCH. / OKE IMOLE,009,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
,LG SUM,,,,0,0,0,0,0,0,,,,,,,,,
OYE,ITAPA/OSIN,01,"IMOGUN , AT COURT HALL",001,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"ITA ODE OMO, AT ODE OMO",002,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"OKE ONIYO , COMM. PRY SCH.",003,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"ISADE I , OPEN SPACE AT ISADE",004,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"ISADE II , OPEN SPACE AT ILADO",005,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"ODE OMO II , OPEN SPACE AT ILOKA",006,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"OKELIJU , OKELIJU / IJISUN",007,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"IJISUN , OKELIJU / IJISUN",008,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"METHODIST PRY SCH. , AFIN /ISALU",009,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"AT ISAO , ISAO",010,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"OPEN SPACE AT IDOFIN , UMAWUN",011,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"AT IDOFIN , IDOFIN",012,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"AT OROKE , OROKE / OWA",013,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"AT EGBETUN , EGBETUN / IMILA",014,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"AT EGBE , EGBE / IDOGUNJA",015,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"AT ILORO , ILORO / ILOKOLA",016,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"OPEN SPACE AT EGENA , EGENA",017,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"OPEN SPACE AT ILARO , ILARO",018,,,,,,,,,,,,,,,
OYE,ITAPA/OSIN,01,"OPEN SPACE AT ILAWE , ILAWE",019,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
OYE,OYE I,02,"AT ST . PETERS , OKE PADI",001,,,,,,,,,,,,,,,
OYE,OYE I,02,"IMMAM'S COMP'D , IRARE",002,,,,,,,,,,,,,,,
OYE,OYE I,02,"AFIN IRARE , IDARA",003,,,,,,,,,,,,,,,
OYE,OYE I,02,"IMOGUN ILEMIO , ILEMIO",004,,,,,,,,,,,,,,,
OYE,OYE I,02,"IMOGUN OKE EYIN , OKEYIN I",005,,,,,,,,,,,,,,,
OYE,OYE I,02,"ILEWU COMP'D , IMOGUN OKEYIN II",006,,,,,,,,,,,,,,,
OYE,OYE I,02,"ILEWU COMP'D II , OKEYIN III",007,,,,,,,,,,,,,,,
OYE,OYE I,02,"IMOGUN EYIN , OKEYIN IV",008,,,,,,,,,,,,,,,
OYE,OYE I,02,"IMOGUN EYIN , OKEYIN V",009,,,,,,,,,,,,,,,
OYE,OYE I,02,AT CHIEF FALODUN'S HS. IRARE II,010,,,,,,,,,,,,,,,
OYE,OYE I,02,"AT IMOGUN OKETARA , OKE TARA",011,,,,,,,,,,,,,,,
OYE,OYE I,02,"AT EYE BOKOAYE' S HS. , ADEGBEMILE",012,,,,,,,,,,,,,,,
OYE,OYE I,02,"UNITED PRY SCH. , OMODOWA",013,,,,,,,,,,,,,,,
OYE,OYE I,02,"AT ISEBI , ISEBI",014,,,,,,,,,,,,,,,
OYE,OYE I,02,"IMOGUN IWORO , IWORO",015,,,,,,,,,,,,,,,
OYE,OYE I,02,"IMOGUN IJIO , IJIO",016,,,,,,,,,,,,,,,
OYE,OYE I,02,"AWOGBEMI'S HOUSE , ILESEU I",017,,,,,,,,,,,,,,,
OYE,OYE I,02,"IMOGUN IDOFIN , ILESEU II",018,,,,,,,,,,,,,,,
OYE,OYE I,02,"AT UGA CAMP , UGA FARM SETTLEMENT",019,,,,,,,,,,,,,,,
,SUM,,,,0,0,0,0,0,0,,,,,,,,,
OYE,OYE II,03,"AT ILODO , ILODO",001,,,,,,,,,,,,,,,
OYE,OYE II,03,DAKONA / IGBOROKO / ILORO / ST. MARY'S PRIMARY SCHOOL,002,,,,,,,,,,,,,,,
OYE,OYE II,03,"AT ILOGBO , ILOGBO",003,,,,,,,,,,,,,,,
OYE,OYE II,03,"AT ILARO , ILARO",004,,,,,,,,,,,,,,,
OYE,OYE II,03,"AT ILEMIO , ILEMIO",005,,,,,,,,,,,,,,,
